0.0918622   0.00816553
0.0918113   0.00816101
0.0917599   0.00815644
0.091708   0.00815182
0.0916555   0.00814716
0.0916026   0.00814245
0.091549   0.00813769
0.091495   0.00813289
0.0914403   0.00812803
0.0913851   0.00812312
0.0913294   0.00811817
0.091273   0.00811316
0.091216   0.00810809
0.0911585   0.00810298
0.0911003   0.00809781
0.0910415   0.00809258
0.0909821   0.0080873
0.090922   0.00808196
0.0908613   0.00807656
0.0907999   0.0080711
0.0907378   0.00806559
0.0906751   0.00806001
0.0906116   0.00805437
0.0905475   0.00804866
0.0904826   0.0080429
0.090417   0.00803706
0.0903506   0.00803117
0.0902835   0.0080252
0.0902156   0.00801916
0.0901469   0.00801306
0.0900774   0.00800688
0.0900071   0.00800063
0.089936   0.00799431
0.089864   0.00798791
0.0897912   0.00798144
0.0897175   0.00797489
0.0896429   0.00796826
0.0895674   0.00796155
0.089491   0.00795476
0.0894137   0.00794788
0.0893353   0.00794092
0.0892561   0.00793387
0.0891758   0.00792674
0.0890945   0.00791951
0.0890122   0.0079122
0.0889288   0.00790478
0.0888444   0.00789728
0.0887589   0.00788968
0.0886722   0.00788198
0.0885845   0.00787418
0.0884956   0.00786627
0.0884055   0.00785827
0.0883142   0.00785015
0.0882217   0.00784193
0.0881279   0.00783359
0.0880328   0.00782514
0.0879365   0.00781658
0.0878388   0.0078079
0.0877398   0.00779909
0.0876394   0.00779017
0.0875375   0.00778111
0.0874343   0.00777194
0.0873295   0.00776262
0.0872233   0.00775318
0.0871155   0.0077436
0.0870061   0.00773388
0.0868952   0.00772402
0.0867826   0.00771401
0.0866683   0.00770385
0.0865523   0.00769354
0.0864346   0.00768307
0.086315   0.00767245
0.0861936   0.00766166
0.0860704   0.0076507
0.0859452   0.00763958
0.0858181   0.00762828
0.0856889   0.00761679
0.0855577   0.00760513
0.0854244   0.00759328
0.085289   0.00758124
0.0851513   0.007569
0.0850113   0.00755656
0.0848691   0.00754392
0.0847244   0.00753106
0.0845773   0.00751798
0.0844277   0.00750469
0.0842756   0.00749116
0.0841208   0.0074774
0.0839633   0.00746341
0.0838031   0.00744916
0.08364   0.00743466
0.083474   0.00741991
0.0833049   0.00740488
0.0831329   0.00738959
0.0829576   0.00737401
0.0827791   0.00735814
0.0825973   0.00734198
0.082412   0.00732551
0.0822232   0.00730873
0.0820308   0.00729163
0.0818347   0.00727419
0.0816346   0.00725641
0.0814307   0.00723828
0.0812227   0.00721979
0.0810104   0.00720093
0.0807939   0.00718168
0.0805729   0.00716203
0.0803473   0.00714198
0.080117   0.00712151
0.0798818   0.0071006
0.0796415   0.00707925
0.0793961   0.00705743
0.0791453   0.00703514
0.0788889   0.00701235
0.0786269   0.00698906
0.0783589   0.00696523
0.0780848   0.00694087
0.0778044   0.00691594
0.0775174   0.00689044
0.0772237   0.00686433
0.076923   0.0068376
0.076615   0.00681022
0.0762995   0.00678218
0.0759762   0.00675344
0.0756448   0.00672398
0.0753051   0.00669379
0.0749567   0.00666281
0.0745992   0.00663104
0.0742324   0.00659844
0.0738559   0.00656497
0.0734692   0.0065306
0.0730721   0.00649529
0.0726639   0.00645902
0.0722445   0.00642173
0.0718131   0.00638339
0.0713694   0.00634395
0.0709128   0.00630336
0.0704428   0.00626158
0.0699588   0.00621856
0.0694602   0.00617424
0.0689463   0.00612856
0.0684164   0.00608146
0.0678699   0.00603288
0.0673059   0.00598274
0.0667236   0.00593099
0.0661222   0.00587753
0.0655007   0.00582229
0.0648583   0.00576518
0.0641937   0.00570611
0.063506   0.00564498
0.062794   0.00558169
0.0620565   0.00551613
0.0612921   0.00544818
0.0604994   0.00537772
0.059677   0.00530462
0.0588232   0.00522873
0.0579364   0.0051499
0.0570147   0.00506798
0.0560564   0.00498279
0.0550592   0.00489415
0.0540212   0.00480188
0.0529399   0.00470577
0.051813   0.0046056
0.0506379   0.00450114
0.0494118   0.00439216
0.0481319   0.00427839
0.0467952   0.00415958
0.0453986   0.00403543
0.0439387   0.00390566
0.0424122   0.00376997
0.0408157   0.00362806
0.0391457   0.00347962
0.0373989   0.00332434
0.035572   0.00316195
0.0336622   0.00299219
0.031667   0.00281485
0.0295849   0.00262977
0.0274155   0.00243693
0.0251598   0.00223643
0.0228215   0.00202858
0.0204072   0.00181397
0.0179281   0.00159361
0.0154014   0.00136901
0.0128525   0.00114244
0.0103177   0.000917132
0.00784834   0.00069763
0.00551483   0.000490207
0.00341323   0.000303398
0.00167219   0.00014864
0.000461373   4.1011e-05
4.45275e-09   -0
0.00056423   5.0154e-05
0.0024899   0.000221324
0.00616542   0.000548037
0.0120076   0.00106734
0.0204121   0.00181441
0.0316729   0.00281537
0.0458778   0.00407803
0.0628016   0.00558236
0.0818427   0.0072749
0.102049   0.00907102
0.122255   0.0108671
0.141295   0.0125595
0.158216   0.0140637
0.172419   0.0153261
0.183677   0.0163269
0.19208   0.0170738
0.19792   0.0175929
0.201594   0.0179195
0.203518   0.0180905
0.204082   0.0181406
0.20362   0.0180995
0.202408   0.0179918
0.200667   0.0178371
0.198565   0.0176502
0.196231   0.0174428
0.193762   0.0172233
0.191227   0.016998
0.188678   0.0167714
0.186152   0.0165468
0.183673   0.0163264
0.181258   0.0161118
0.17892   0.015904
0.176664   0.0157035
0.174495   0.0155107
0.172413   0.0153256
0.170418   0.0151483
0.168508   0.0149785
0.166681   0.0148161
0.164935   0.0146609
0.163265   0.0145124
0.161668   0.0143705
0.160142   0.0142348
0.158682   0.0141051
0.157285   0.0139809
0.155949   0.0138621
0.154669   0.0137483
0.153443   0.0136394
0.152268   0.0135349
0.151141   0.0134347
0.15006   0.0133386
0.149022   0.0132464
0.148025   0.0131577
0.147066   0.0130726
0.146145   0.0129906
0.145258   0.0129118
0.144404   0.0128359
0.143582   0.0127628
0.142789   0.0126924
0.142025   0.0126244
0.141287   0.0125588
0.140575   0.0124956
0.139887   0.0124344
0.139223   0.0123754
0.13858   0.0123183
0.137959   0.012263
0.137358   0.0122096
0.136775   0.0121578
0.136211   0.0121077
0.135665   0.0120591
0.135135   0.012012
0.134621   0.0119663
0.134122   0.011922
0.133638   0.011879
0.133168   0.0118372
0.132712   0.0117966
0.132268   0.0117572
0.131837   0.0117188
0.131417   0.0116815
0.131009   0.0116453
0.130612   0.01161
0.130225   0.0115756
0.129849   0.0115421
0.129482   0.0115095
0.129125   0.0114778
0.128776   0.0114468
0.128437   0.0114166
0.128105   0.0113871
0.127782   0.0113584
0.127466   0.0113304
0.127158   0.011303
0.126858   0.0112762
0.126564   0.0112501
0.126277   0.0112246
0.125997   0.0111997
0.125723   0.0111753
0.125455   0.0111515
0.125193   0.0111282
0.124936   0.0111054
0.124685   0.0110831
0.12444   0.0110613
0.1242   0.01104
0.123964   0.0110191
0.123734   0.0109986
0.123509   0.0109785
0.123288   0.0109589
0.123071   0.0109397
0.122859   0.0109208
0.122651   0.0109023
0.122447   0.0108842
0.122247   0.0108664
0.122051   0.010849
0.121858   0.0108318
0.121669   0.0108151
0.121484   0.0107986
0.121302   0.0107824
0.121124   0.0107666
0.120949   0.010751
0.120777   0.0107357
0.120608   0.0107207
0.120442   0.0107059
0.120278   0.0106914
0.120118   0.0106772
0.119961   0.0106632
0.119806   0.0106494
0.119654   0.0106359
0.119504   0.0106226
0.119357   0.0106095
0.119212   0.0105967
0.11907   0.010584
0.11893   0.0105716
0.118793   0.0105593
0.118657   0.0105473
0.118524   0.0105355
0.118393   0.0105238
0.118263   0.0105123
0.118136   0.010501
0.118011   0.0104899
0.117888   0.0104789
0.117767   0.0104681
0.117647   0.0104575
0.117529   0.010447
0.117413   0.0104367
0.117299   0.0104266
0.117186   0.0104166
0.117075   0.0104067
0.116966   0.010397
0.116858   0.0103874
0.116752   0.010378
0.116647   0.0103686
0.116544   0.0103595
0.116442   0.0103504
0.116342   0.0103415
0.116243   0.0103327
0.116145   0.010324
0.116049   0.0103154
0.115954   0.010307
0.11586   0.0102987
0.115767   0.0102904
0.115676   0.0102823
0.115586   0.0102743
0.115497   0.0102664
0.115409   0.0102586
0.115323   0.0102509
0.115237   0.0102433
0.115153   0.0102358
0.115069   0.0102284
0.114987   0.0102211
0.114906   0.0102138
0.114826   0.0102067
0.114746   0.0101997
0.114668   0.0101927
0.114591   0.0101858
0.114514   0.010179
0.114439   0.0101723
0.114364   0.0101657
0.11429   0.0101591
0.114218   0.0101527
0.114146   0.0101463
0.114074   0.01014
0.114004   0.0101337
0.113935   0.0101275
0.113866   0.0101214
0.113798   0.0101154
0.113731   0.0101094
0.113665   0.0101035
0.113599   0.0100977
0.113534   0.0100919
0.11347   0.0100862
0.113407   0.0100806
0.113344   0.010075
0.113282   0.0100695
0.11322   0.010064
0.11316   0.0100586
0.1131   0.0100533
0.11304   0.010048
0.112981   0.0100428
0.112923   0.0100376
0.112866   0.0100325
0.112809   0.0100274
